timestamp,condition_id,market_slug,outcome,price,volume_24h
2026-08-22T12:00:00Z,0xsample000060,sample-prediction-market-10,YES,0.700,1750.00
2026-08-22T13:15:00Z,0xsample000061,sample-prediction-market-11,YES,0.710,1762.50
2026-08-22T14:30:00Z,0xsample000062,sample-prediction-market-12,YES,0.720,1775.00
2026-08-22T15:45:00Z,0xsample000063,sample-prediction-market-13,YES,0.730,1787.50
2026-08-22T16:00:00Z,0xsample000064,sample-prediction-market-14,YES,0.740,1800.00
2026-08-22T17:15:00Z,0xsample000065,sample-prediction-market-15,YES,0.750,1812.50
2026-08-22T18:30:00Z,0xsample000066,sample-prediction-market-16,YES,0.760,1825.00
2026-08-22T19:45:00Z,0xsample000067,sample-prediction-market-17,YES,0.770,1837.50
2026-08-22T20:00:00Z,0xsample000068,sample-prediction-market-18,YES,0.780,1850.00
2026-08-22T21:15:00Z,0xsample000069,sample-prediction-market-19,YES,0.790,1862.50
2026-08-22T22:30:00Z,0xsample000070,sample-prediction-market-20,YES,0.800,1875.00
2026-08-22T23:45:00Z,0xsample000071,sample-prediction-market-21,YES,0.810,1887.50
2026-08-22T00:00:00Z,0xsample000072,sample-prediction-market-22,YES,0.820,1900.00
2026-08-22T01:15:00Z,0xsample000073,sample-prediction-market-23,YES,0.830,1912.50
2026-08-22T02:30:00Z,0xsample000074,sample-prediction-market-24,YES,0.840,1925.00
2026-08-22T03:45:00Z,0xsample000075,sample-prediction-market-25,YES,0.850,1937.50
2026-08-22T04:00:00Z,0xsample000076,sample-prediction-market-26,YES,0.860,1950.00
2026-08-22T05:15:00Z,0xsample000077,sample-prediction-market-27,YES,0.870,1962.50
2026-08-22T06:30:00Z,0xsample000078,sample-prediction-market-28,YES,0.880,1975.00
2026-08-22T07:45:00Z,0xsample000079,sample-prediction-market-29,YES,0.890,1987.50
2026-08-22T08:00:00Z,0xsample000080,sample-prediction-market-30,YES,0.500,2000.00
2026-08-22T09:15:00Z,0xsample000081,sample-prediction-market-31,YES,0.510,2012.50
2026-08-22T10:30:00Z,0xsample000082,sample-prediction-market-32,YES,0.520,2025.00
2026-08-22T11:45:00Z,0xsample000083,sample-prediction-market-33,YES,0.530,2037.50
2026-08-22T12:00:00Z,0xsample000084,sample-prediction-market-34,YES,0.540,2050.00
2026-08-22T13:15:00Z,0xsample000085,sample-prediction-market-35,YES,0.550,2062.50
2026-08-22T14:30:00Z,0xsample000086,sample-prediction-market-36,YES,0.560,2075.00
2026-08-22T15:45:00Z,0xsample000087,sample-prediction-market-37,YES,0.570,2087.50
2026-08-22T16:00:00Z,0xsample000088,sample-prediction-market-38,YES,0.580,2100.00
2026-08-22T17:15:00Z,0xsample000089,sample-prediction-market-39,YES,0.590,2112.50
2026-08-22T18:30:00Z,0xsample000090,sample-prediction-market-40,YES,0.600,2125.00
2026-08-22T19:45:00Z,0xsample000091,sample-prediction-market-41,YES,0.610,2137.50
2026-08-22T20:00:00Z,0xsample000092,sample-prediction-market-42,YES,0.620,2150.00
2026-08-22T21:15:00Z,0xsample000093,sample-prediction-market-43,YES,0.630,2162.50
2026-08-22T22:30:00Z,0xsample000094,sample-prediction-market-44,YES,0.640,2175.00
2026-08-22T23:45:00Z,0xsample000095,sample-prediction-market-45,YES,0.650,2187.50
2026-08-22T00:00:00Z,0xsample000096,sample-prediction-market-46,YES,0.660,2200.00
2026-08-22T01:15:00Z,0xsample000097,sample-prediction-market-47,YES,0.670,2212.50
2026-08-22T02:30:00Z,0xsample000098,sample-prediction-market-48,YES,0.680,2225.00
2026-08-22T03:45:00Z,0xsample000099,sample-prediction-market-49,YES,0.690,2237.50
2026-08-22T04:00:00Z,0xsample000100,sample-prediction-market-0,YES,0.700,2250.00
2026-08-22T05:15:00Z,0xsample000101,sample-prediction-market-1,YES,0.710,2262.50
2026-08-22T06:30:00Z,0xsample000102,sample-prediction-market-2,YES,0.720,2275.00
2026-08-22T07:45:00Z,0xsample000103,sample-prediction-market-3,YES,0.730,2287.50
2026-08-22T08:00:00Z,0xsample000104,sample-prediction-market-4,YES,0.740,2300.00
2026-08-22T09:15:00Z,0xsample000105,sample-prediction-market-5,YES,0.750,2312.50
2026-08-22T10:30:00Z,0xsample000106,sample-prediction-market-6,YES,0.760,2325.00
2026-08-22T11:45:00Z,0xsample000107,sample-prediction-market-7,YES,0.770,2337.50
2026-08-22T12:00:00Z,0xsample000108,sample-prediction-market-8,YES,0.780,2350.00
2026-08-22T13:15:00Z,0xsample000109,sample-prediction-market-9,YES,0.790,2362.50
2026-08-22T14:30:00Z,0xsample000110,sample-prediction-market-10,YES,0.800,2375.00
2026-08-22T15:45:00Z,0xsample000111,sample-prediction-market-11,YES,0.810,2387.50
2026-08-22T16:00:00Z,0xsample000112,sample-prediction-market-12,YES,0.820,2400.00
2026-08-22T17:15:00Z,0xsample000113,sample-prediction-market-13,YES,0.830,2412.50
2026-08-22T18:30:00Z,0xsample000114,sample-prediction-market-14,YES,0.840,2425.00
2026-08-22T19:45:00Z,0xsample000115,sample-prediction-market-15,YES,0.850,2437.50
2026-08-22T20:00:00Z,0xsample000116,sample-prediction-market-16,YES,0.860,2450.00
2026-08-22T21:15:00Z,0xsample000117,sample-prediction-market-17,YES,0.870,2462.50
2026-08-22T22:30:00Z,0xsample000118,sample-prediction-market-18,YES,0.880,2475.00
2026-08-22T23:45:00Z,0xsample000119,sample-prediction-market-19,YES,0.890,2487.50
2026-08-22T00:00:00Z,0xsample000120,sample-prediction-market-20,YES,0.500,2500.00
2026-08-22T01:15:00Z,0xsample000121,sample-prediction-market-21,YES,0.510,2512.50
2026-08-22T02:30:00Z,0xsample000122,sample-prediction-market-22,YES,0.520,2525.00
2026-08-22T03:45:00Z,0xsample000123,sample-prediction-market-23,YES,0.530,2537.50
2026-08-22T04:00:00Z,0xsample000124,sample-prediction-market-24,YES,0.540,2550.00
2026-08-22T05:15:00Z,0xsample000125,sample-prediction-market-25,YES,0.550,2562.50
2026-08-22T06:30:00Z,0xsample000126,sample-prediction-market-26,YES,0.560,2575.00
2026-08-22T07:45:00Z,0xsample000127,sample-prediction-market-27,YES,0.570,2587.50
2026-08-22T08:00:00Z,0xsample000128,sample-prediction-market-28,YES,0.580,2600.00
2026-08-22T09:15:00Z,0xsample000129,sample-prediction-market-29,YES,0.590,2612.50
2026-08-22T10:30:00Z,0xsample000130,sample-prediction-market-30,YES,0.600,2625.00
2026-08-22T11:45:00Z,0xsample000131,sample-prediction-market-31,YES,0.610,2637.50
2026-08-22T12:00:00Z,0xsample000132,sample-prediction-market-32,YES,0.620,2650.00
2026-08-22T13:15:00Z,0xsample000133,sample-prediction-market-33,YES,0.630,2662.50
2026-08-22T14:30:00Z,0xsample000134,sample-prediction-market-34,YES,0.640,2675.00
2026-08-22T15:45:00Z,0xsample000135,sample-prediction-market-35,YES,0.650,2687.50
2026-08-22T16:00:00Z,0xsample000136,sample-prediction-market-36,YES,0.660,2700.00
2026-08-22T17:15:00Z,0xsample000137,sample-prediction-market-37,YES,0.670,2712.50
2026-08-22T18:30:00Z,0xsample000138,sample-prediction-market-38,YES,0.680,2725.00
2026-08-22T19:45:00Z,0xsample000139,sample-prediction-market-39,YES,0.690,2737.50
2026-08-22T20:00:00Z,0xsample000140,sample-prediction-market-40,YES,0.700,2750.00
2026-08-22T21:15:00Z,0xsample000141,sample-prediction-market-41,YES,0.710,2762.50
2026-08-22T22:30:00Z,0xsample000142,sample-prediction-market-42,YES,0.720,2775.00
2026-08-22T23:45:00Z,0xsample000143,sample-prediction-market-43,YES,0.730,2787.50
2026-08-22T00:00:00Z,0xsample000144,sample-prediction-market-44,YES,0.740,2800.00
2026-08-22T01:15:00Z,0xsample000145,sample-prediction-market-45,YES,0.750,2812.50
2026-08-22T02:30:00Z,0xsample000146,sample-prediction-market-46,YES,0.760,2825.00
2026-08-22T03:45:00Z,0xsample000147,sample-prediction-market-47,YES,0.770,2837.50
2026-08-22T04:00:00Z,0xsample000148,sample-prediction-market-48,YES,0.780,2850.00
2026-08-22T05:15:00Z,0xsample000149,sample-prediction-market-49,YES,0.790,2862.50
2026-08-22T06:30:00Z,0xsample000150,sample-prediction-market-0,YES,0.800,2875.00
2026-08-22T07:45:00Z,0xsample000151,sample-prediction-market-1,YES,0.810,2887.50
2026-08-22T08:00:00Z,0xsample000152,sample-prediction-market-2,YES,0.820,2900.00
2026-08-22T09:15:00Z,0xsample000153,sample-prediction-market-3,YES,0.830,2912.50
2026-08-22T10:30:00Z,0xsample000154,sample-prediction-market-4,YES,0.840,2925.00
2026-08-22T11:45:00Z,0xsample000155,sample-prediction-market-5,YES,0.850,2937.50
2026-08-22T12:00:00Z,0xsample000156,sample-prediction-market-6,YES,0.860,2950.00
2026-08-22T13:15:00Z,0xsample000157,sample-prediction-market-7,YES,0.870,2962.50
2026-08-22T14:30:00Z,0xsample000158,sample-prediction-market-8,YES,0.880,2975.00
2026-08-22T15:45:00Z,0xsample000159,sample-prediction-market-9,YES,0.890,2987.50
2026-08-22T16:00:00Z,0xsample000160,sample-prediction-market-10,YES,0.500,3000.00
2026-08-22T17:15:00Z,0xsample000161,sample-prediction-market-11,YES,0.510,3012.50
2026-08-22T18:30:00Z,0xsample000162,sample-prediction-market-12,YES,0.520,3025.00
2026-08-22T19:45:00Z,0xsample000163,sample-prediction-market-13,YES,0.530,3037.50
2026-08-22T20:00:00Z,0xsample000164,sample-prediction-market-14,YES,0.540,3050.00
2026-08-22T21:15:00Z,0xsample000165,sample-prediction-market-15,YES,0.550,3062.50
2026-08-22T22:30:00Z,0xsample000166,sample-prediction-market-16,YES,0.560,3075.00
2026-08-22T23:45:00Z,0xsample000167,sample-prediction-market-17,YES,0.570,3087.50
2026-08-22T00:00:00Z,0xsample000168,sample-prediction-market-18,YES,0.580,3100.00
2026-08-22T01:15:00Z,0xsample000169,sample-prediction-market-19,YES,0.590,3112.50
2026-08-22T02:30:00Z,0xsample000170,sample-prediction-market-20,YES,0.600,3125.00
2026-08-22T03:45:00Z,0xsample000171,sample-prediction-market-21,YES,0.610,3137.50
2026-08-22T04:00:00Z,0xsample000172,sample-prediction-market-22,YES,0.620,3150.00
2026-08-22T05:15:00Z,0xsample000173,sample-prediction-market-23,YES,0.630,3162.50
2026-08-22T06:30:00Z,0xsample000174,sample-prediction-market-24,YES,0.640,3175.00
2026-08-22T07:45:00Z,0xsample000175,sample-prediction-market-25,YES,0.650,3187.50
2026-08-22T08:00:00Z,0xsample000176,sample-prediction-market-26,YES,0.660,3200.00
2026-08-22T09:15:00Z,0xsample000177,sample-prediction-market-27,YES,0.670,3212.50
2026-08-22T10:30:00Z,0xsample000178,sample-prediction-market-28,YES,0.680,3225.00
2026-08-22T11:45:00Z,0xsample000179,sample-prediction-market-29,YES,0.690,3237.50
2026-08-22T12:00:00Z,0xsample000180,sample-prediction-market-30,YES,0.700,3250.00
2026-08-22T13:15:00Z,0xsample000181,sample-prediction-market-31,YES,0.710,3262.50
2026-08-22T14:30:00Z,0xsample000182,sample-prediction-market-32,YES,0.720,3275.00
2026-08-22T15:45:00Z,0xsample000183,sample-prediction-market-33,YES,0.730,3287.50
2026-08-22T16:00:00Z,0xsample000184,sample-prediction-market-34,YES,0.740,3300.00
2026-08-22T17:15:00Z,0xsample000185,sample-prediction-market-35,YES,0.750,3312.50
2026-08-22T18:30:00Z,0xsample000186,sample-prediction-market-36,YES,0.760,3325.00
2026-08-22T19:45:00Z,0xsample000187,sample-prediction-market-37,YES,0.770,3337.50
2026-08-22T20:00:00Z,0xsample000188,sample-prediction-market-38,YES,0.780,3350.00
2026-08-22T21:15:00Z,0xsample000189,sample-prediction-market-39,YES,0.790,3362.50
2026-08-22T22:30:00Z,0xsample000190,sample-prediction-market-40,YES,0.800,3375.00
2026-08-22T23:45:00Z,0xsample000191,sample-prediction-market-41,YES,0.810,3387.50
2026-08-22T00:00:00Z,0xsample000192,sample-prediction-market-42,YES,0.820,3400.00
2026-08-22T01:15:00Z,0xsample000193,sample-prediction-market-43,YES,0.830,3412.50
2026-08-22T02:30:00Z,0xsample000194,sample-prediction-market-44,YES,0.840,3425.00
2026-08-22T03:45:00Z,0xsample000195,sample-prediction-market-45,YES,0.850,3437.50
2026-08-22T04:00:00Z,0xsample000196,sample-prediction-market-46,YES,0.860,3450.00
2026-08-22T05:15:00Z,0xsample000197,sample-prediction-market-47,YES,0.870,3462.50
2026-08-22T06:30:00Z,0xsample000198,sample-prediction-market-48,YES,0.880,3475.00
2026-08-22T07:45:00Z,0xsample000199,sample-prediction-market-49,YES,0.890,3487.50
2026-08-22T08:00:00Z,0xsample000200,sample-prediction-market-0,YES,0.500,3500.00
2026-08-22T09:15:00Z,0xsample000201,sample-prediction-market-1,YES,0.510,3512.50
2026-08-22T10:30:00Z,0xsample000202,sample-prediction-market-2,YES,0.520,3525.00
2026-08-22T11:45:00Z,0xsample000203,sample-prediction-market-3,YES,0.530,3537.50
2026-08-22T12:00:00Z,0xsample000204,sample-prediction-market-4,YES,0.540,3550.00
2026-08-22T13:15:00Z,0xsample000205,sample-prediction-market-5,YES,0.550,3562.50
2026-08-22T14:30:00Z,0xsample000206,sample-prediction-market-6,YES,0.560,3575.00
2026-08-22T15:45:00Z,0xsample000207,sample-prediction-market-7,YES,0.570,3587.50
2026-08-22T16:00:00Z,0xsample000208,sample-prediction-market-8,YES,0.580,3600.00
2026-08-22T17:15:00Z,0xsample000209,sample-prediction-market-9,YES,0.590,3612.50
2026-08-22T18:30:00Z,0xsample000210,sample-prediction-market-10,YES,0.600,3625.00
2026-08-22T19:45:00Z,0xsample000211,sample-prediction-market-11,YES,0.610,3637.50
2026-08-22T20:00:00Z,0xsample000212,sample-prediction-market-12,YES,0.620,3650.00
2026-08-22T21:15:00Z,0xsample000213,sample-prediction-market-13,YES,0.630,3662.50
2026-08-22T22:30:00Z,0xsample000214,sample-prediction-market-14,YES,0.640,3675.00
2026-08-22T23:45:00Z,0xsample000215,sample-prediction-market-15,YES,0.650,3687.50
2026-08-22T00:00:00Z,0xsample000216,sample-prediction-market-16,YES,0.660,3700.00
2026-08-22T01:15:00Z,0xsample000217,sample-prediction-market-17,YES,0.670,3712.50
2026-08-22T02:30:00Z,0xsample000218,sample-prediction-market-18,YES,0.680,3725.00
2026-08-22T03:45:00Z,0xsample000219,sample-prediction-market-19,YES,0.690,3737.50
2026-08-22T04:00:00Z,0xsample000220,sample-prediction-market-20,YES,0.700,3750.00
2026-08-22T05:15:00Z,0xsample000221,sample-prediction-market-21,YES,0.710,3762.50
2026-08-22T06:30:00Z,0xsample000222,sample-prediction-market-22,YES,0.720,3775.00
2026-08-22T07:45:00Z,0xsample000223,sample-prediction-market-23,YES,0.730,3787.50
2026-08-22T08:00:00Z,0xsample000224,sample-prediction-market-24,YES,0.740,3800.00
2026-08-22T09:15:00Z,0xsample000225,sample-prediction-market-25,YES,0.750,3812.50
2026-08-22T10:30:00Z,0xsample000226,sample-prediction-market-26,YES,0.760,3825.00
2026-08-22T11:45:00Z,0xsample000227,sample-prediction-market-27,YES,0.770,3837.50
2026-08-22T12:00:00Z,0xsample000228,sample-prediction-market-28,YES,0.780,3850.00
2026-08-22T13:15:00Z,0xsample000229,sample-prediction-market-29,YES,0.790,3862.50
2026-08-22T14:30:00Z,0xsample000230,sample-prediction-market-30,YES,0.800,3875.00
2026-08-22T15:45:00Z,0xsample000231,sample-prediction-market-31,YES,0.810,3887.50
2026-08-22T16:00:00Z,0xsample000232,sample-prediction-market-32,YES,0.820,3900.00
2026-08-22T17:15:00Z,0xsample000233,sample-prediction-market-33,YES,0.830,3912.50
2026-08-22T18:30:00Z,0xsample000234,sample-prediction-market-34,YES,0.840,3925.00
2026-08-22T19:45:00Z,0xsample000235,sample-prediction-market-35,YES,0.850,3937.50
2026-08-22T20:00:00Z,0xsample000236,sample-prediction-market-36,YES,0.860,3950.00
2026-08-22T21:15:00Z,0xsample000237,sample-prediction-market-37,YES,0.870,3962.50
2026-08-22T22:30:00Z,0xsample000238,sample-prediction-market-38,YES,0.880,3975.00
2026-08-22T23:45:00Z,0xsample000239,sample-prediction-market-39,YES,0.890,3987.50
2026-08-22T00:00:00Z,0xsample000240,sample-prediction-market-40,YES,0.500,4000.00
2026-08-22T01:15:00Z,0xsample000241,sample-prediction-market-41,YES,0.510,4012.50
2026-08-22T02:30:00Z,0xsample000242,sample-prediction-market-42,YES,0.520,4025.00
2026-08-22T03:45:00Z,0xsample000243,sample-prediction-market-43,YES,0.530,4037.50
2026-08-22T04:00:00Z,0xsample000244,sample-prediction-market-44,YES,0.540,4050.00
2026-08-22T05:15:00Z,0xsample000245,sample-prediction-market-45,YES,0.550,4062.50
2026-08-22T06:30:00Z,0xsample000246,sample-prediction-market-46,YES,0.560,4075.00
2026-08-22T07:45:00Z,0xsample000247,sample-prediction-market-47,YES,0.570,4087.50
2026-08-22T08:00:00Z,0xsample000248,sample-prediction-market-48,YES,0.580,4100.00
2026-08-22T09:15:00Z,0xsample000249,sample-prediction-market-49,YES,0.590,4112.50
2026-08-22T10:30:00Z,0xsample000250,sample-prediction-market-0,YES,0.600,4125.00
2026-08-22T11:45:00Z,0xsample000251,sample-prediction-market-1,YES,0.610,4137.50
2026-08-22T12:00:00Z,0xsample000252,sample-prediction-market-2,YES,0.620,4150.00
2026-08-22T13:15:00Z,0xsample000253,sample-prediction-market-3,YES,0.630,4162.50
2026-08-22T14:30:00Z,0xsample000254,sample-prediction-market-4,YES,0.640,4175.00
2026-08-22T15:45:00Z,0xsample000255,sample-prediction-market-5,YES,0.650,4187.50
2026-08-22T16:00:00Z,0xsample000256,sample-prediction-market-6,YES,0.660,4200.00
2026-08-22T17:15:00Z,0xsample000257,sample-prediction-market-7,YES,0.670,4212.50
2026-08-22T18:30:00Z,0xsample000258,sample-prediction-market-8,YES,0.680,4225.00
2026-08-22T19:45:00Z,0xsample000259,sample-prediction-market-9,YES,0.690,4237.50
2026-08-22T20:00:00Z,0xsample000260,sample-prediction-market-10,YES,0.700,4250.00
2026-08-22T21:15:00Z,0xsample000261,sample-prediction-market-11,YES,0.710,4262.50
2026-08-22T22:30:00Z,0xsample000262,sample-prediction-market-12,YES,0.720,4275.00
2026-08-22T23:45:00Z,0xsample000263,sample-prediction-market-13,YES,0.730,4287.50
2026-08-22T00:00:00Z,0xsample000264,sample-prediction-market-14,YES,0.740,4300.00
2026-08-22T01:15:00Z,0xsample000265,sample-prediction-market-15,YES,0.750,4312.50
2026-08-22T02:30:00Z,0xsample000266,sample-prediction-market-16,YES,0.760,4325.00
2026-08-22T03:45:00Z,0xsample000267,sample-prediction-market-17,YES,0.770,4337.50
2026-08-22T04:00:00Z,0xsample000268,sample-prediction-market-18,YES,0.780,4350.00
2026-08-22T05:15:00Z,0xsample000269,sample-prediction-market-19,YES,0.790,4362.50
2026-08-22T06:30:00Z,0xsample000270,sample-prediction-market-20,YES,0.800,4375.00
2026-08-22T07:45:00Z,0xsample000271,sample-prediction-market-21,YES,0.810,4387.50
2026-08-22T08:00:00Z,0xsample000272,sample-prediction-market-22,YES,0.820,4400.00
2026-08-22T09:15:00Z,0xsample000273,sample-prediction-market-23,YES,0.830,4412.50
2026-08-22T10:30:00Z,0xsample000274,sample-prediction-market-24,YES,0.840,4425.00
2026-08-22T11:45:00Z,0xsample000275,sample-prediction-market-25,YES,0.850,4437.50
2026-08-22T12:00:00Z,0xsample000276,sample-prediction-market-26,YES,0.860,4450.00
2026-08-22T13:15:00Z,0xsample000277,sample-prediction-market-27,YES,0.870,4462.50
2026-08-22T14:30:00Z,0xsample000278,sample-prediction-market-28,YES,0.880,4475.00
2026-08-22T15:45:00Z,0xsample000279,sample-prediction-market-29,YES,0.890,4487.50
2026-08-22T16:00:00Z,0xsample000280,sample-prediction-market-30,YES,0.500,4500.00
2026-08-22T17:15:00Z,0xsample000281,sample-prediction-market-31,YES,0.510,4512.50
2026-08-22T18:30:00Z,0xsample000282,sample-prediction-market-32,YES,0.520,4525.00
2026-08-22T19:45:00Z,0xsample000283,sample-prediction-market-33,YES,0.530,4537.50
2026-08-22T20:00:00Z,0xsample000284,sample-prediction-market-34,YES,0.540,4550.00
2026-08-22T21:15:00Z,0xsample000285,sample-prediction-market-35,YES,0.550,4562.50
2026-08-22T22:30:00Z,0xsample000286,sample-prediction-market-36,YES,0.560,4575.00
2026-08-22T23:45:00Z,0xsample000287,sample-prediction-market-37,YES,0.570,4587.50
2026-08-22T00:00:00Z,0xsample000288,sample-prediction-market-38,YES,0.580,4600.00
2026-08-22T01:15:00Z,0xsample000289,sample-prediction-market-39,YES,0.590,4612.50
2026-08-22T02:30:00Z,0xsample000290,sample-prediction-market-40,YES,0.600,4625.00
2026-08-22T03:45:00Z,0xsample000291,sample-prediction-market-41,YES,0.610,4637.50
2026-08-22T04:00:00Z,0xsample000292,sample-prediction-market-42,YES,0.620,4650.00
2026-08-22T05:15:00Z,0xsample000293,sample-prediction-market-43,YES,0.630,4662.50
2026-08-22T06:30:00Z,0xsample000294,sample-prediction-market-44,YES,0.640,4675.00
2026-08-22T07:45:00Z,0xsample000295,sample-prediction-market-45,YES,0.650,4687.50
2026-08-22T08:00:00Z,0xsample000296,sample-prediction-market-46,YES,0.660,4700.00
2026-08-22T09:15:00Z,0xsample000297,sample-prediction-market-47,YES,0.670,4712.50
2026-08-22T10:30:00Z,0xsample000298,sample-prediction-market-48,YES,0.680,4725.00
2026-08-22T11:45:00Z,0xsample000299,sample-prediction-market-49,YES,0.690,4737.50
2026-08-22T12:00:00Z,0xsample000300,sample-prediction-market-0,YES,0.700,4750.00
2026-08-22T13:15:00Z,0xsample000301,sample-prediction-market-1,YES,0.710,4762.50
2026-08-22T14:30:00Z,0xsample000302,sample-prediction-market-2,YES,0.720,4775.00
